1	499.0	4.5	1134589123.0
1	349.0	4.0	1120076833.0
1	47.0	0.5	1081863704.0
1	344.0	4.0	1152570492.0
1	562.0	4.0	1161167532.0
1	628.0	3.0	1167956194.0
1	295.0	5.0	1117481437.0
1	557.0	4.0	1166808025.0
1	646.0	0.5	1170836929.0
1	509.0	3.5	1136796127.0
1	399.0	4.0	1122808291.0
1	61.0	4.0	1081940930.0
1	146.0	4.5	1135955841.0
1	204.0	5.0	1107521325.0
1	511.0	0.5	1136795041.0
1	157.0	4.0	1091485120.0
1	673.0	5.0	1191712727.0
1	614.0	5.0	1164616321.0
1	463.0	4.5	1139820378.0
1	355.0	4.0	1120078442.0
1	547.0	4.0	1140938761.0
1	587.0	4.5	1154642259.0
1	375.0	4.0	1121147886.0
1	639.0	5.0	1168552752.0
1	548.0	4.0	1141334319.0
1	675.0	1.0	1191712770.0
1	163.0	4.5	1108066758.0
1	170.0	4.0	1092912805.0
1	15.0	3.5	1081863704.0
1	685.0	3.0	1200823076.0
1	145.0	5.0	1090568115.0
1	151.0	4.5	1139820335.0
1	668.0	4.0	1189925386.0
1	450.0	4.0	1128933784.0
1	149.0	4.5	1134683025.0
1	677.0	1.0	1191712783.0
1	389.0	4.0	1159972711.0
1	674.0	0.5	1191712788.0
1	679.0	4.0	1191956488.0
1	239.0	3.0	1112721618.0
1	237.0	5.0	1112186467.0
1	317.0	3.0	1118681805.0
1	53.0	2.5	1081863704.0
1	418.0	5.0	1124531201.0
1	56.0	4.5	1081863704.0
1	485.0	4.0	1129969401.0
1	394.0	4.5	1176645693.0
1	273.0	3.0	1115199087.0
1	276.0	4.5	1116104482.0
1	396.0	3.5	1128928927.0
1	553.0	4.0	1159972679.0
1	78.0	4.0	1082105134.0
1	319.0	4.0	1118856084.0
1	476.0	3.0	1128947339.0
1	681.0	4.0	1194352415.0
1	572.0	4.5	1148942049.0
1	440.0	4.5	1125299016.0
1	361.0	5.0	1120229285.0
1	59.0	2.5	1081863704.0
1	136.0	4.5	1089715186.0
1	518.0	4.5	1153607543.0
1	405.0	4.0	1160038776.0
1	443.0	4.5	1158138500.0
1	538.0	4.0	1139742016.0
1	98.0	4.0	1085146693.0
1	419.0	5.0	1126249733.0
1	536.0	3.5	1139660081.0
1	73.0	2.0	1081863704.0
1	662.0	4.0	1182719111.0
1	582.0	4.0	1153088247.0
1	37.0	4.0	1081863704.0
1	21.0	3.5	1081863704.0
1	241.0	4.5	1134326925.0
1	534.0	4.5	1139700316.0
1	198.0	4.5	1102411797.0
1	3.0	5.0	1085579179.0
1	526.0	4.0	1137431081.0
1	338.0	5.0	1119893520.0
1	446.0	4.0	1158138512.0
1	600.0	3.0	1159551251.0
1	230.0	4.5	1119375911.0
1	444.0	4.5	1160038764.0
1	218.0	4.0	1111560736.0
1	173.0	5.0	1113943377.0
1	212.0	4.0	1107689037.0
1	264.0	3.5	1114147387.0
1	391.0	4.0	1190464566.0
1	200.0	4.5	1196285102.0
1	608.0	4.5	1161603827.0
1	132.0	4.0	1089268056.0
1	453.0	4.0	1126634223.0
1	456.0	4.0	1127134159.0
1	95.0	3.0	1084354479.0
1	615.0	4.5	1166050661.0
1	594.0	4.0	1158257201.0
1	135.0	4.0	1089377978.0
1	259.0	4.0	1114147380.0
1	648.0	3.0	1170667549.0
1	238.0	4.0	1112720880.0
1	381.0	5.0	1121587167.0
1	169.0	3.5	1119891366.0
1	637.0	4.0	1167956210.0
1	629.0	3.0	1167956191.0
1	462.0	4.0	1174936556.0
1	669.0	4.0	1189977322.0
1	473.0	4.0	1134303826.0
1	468.0	3.5	1127734547.0
1	353.0	3.5	1120078353.0
1	159.0	4.0	1091485115.0
1	527.0	4.5	1141853840.0
1	34.0	3.0	1081863704.0
1	76.0	3.0	1081863704.0
1	523.0	3.5	1137400942.0
1	350.0	4.0	1120077654.0
1	566.0	4.5	1147411999.0
1	503.0	4.0	1135369649.0
1	310.0	4.5	1118171370.0
1	87.0	4.5	1082105132.0
1	577.0	3.0	1200393566.0
1	190.0	4.0	1134303784.0
1	20.0	3.0	1081863704.0
1	435.0	4.0	1134476247.0
1	39.0	3.0	1081863704.0
1	368.0	4.0	1120679153.0
1	378.0	5.0	1121466437.0
1	29.0	3.0	1081863704.0
1	32.0	2.0	1160031524.0
1	62.0	0.5	1081863704.0
1	501.0	4.0	1134979049.0
1	185.0	1.0	1116228485.0
1	336.0	4.5	1119893369.0
1	316.0	4.5	1118681413.0
1	533.0	3.0	1139328259.0
1	321.0	5.0	1118856813.0
1	196.0	5.0	1112186490.0
1	138.0	3.5	1089637751.0
1	478.0	3.5	1129465836.0
1	54.0	2.0	1081863704.0
